Year,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2e Emissions (Megatonnes),28.2,15.2,20.2,14.3,14.3,10.3,6.1,6.3,5.6,2.6,4.2,4.0,3.7,3.9,6.1,7.5
